year,CTYNAME,month,type,amount
1996,Syria,12,2,22.5
1997,Syria,12,2,18.9
1998,Syria,12,2,17.9
1999,Syria,12,2,17.8
2000,Syria,12,2,26.3
2001,Syria,12,2,20.6
2002,Syria,12,2,18
2003,Syria,12,2,21.537176
2004,Syria,12,2,10.620572
2005,Syria,12,2,1.154805
2006,Syria,12,2,17.85989
2007,Syria,12,2,27.907548
2008,Syria,12,2,10.991272
2009,Syria,12,2,15.252348
2010,Syria,12,2,32.328983
2011,Syria,12,2,4.577741
2012,Syria,12,2,0.065368
2013,Syria,12,2,0
1992,Lebanon,12,2,39.2
1993,Lebanon,12,2,29.7
1994,Lebanon,12,2,44.1
1995,Lebanon,12,2,47.6
1996,Lebanon,12,2,35.5
1997,Lebanon,12,2,44.9
1998,Lebanon,12,2,33.8
1999,Lebanon,12,2,22.2
2000,Lebanon,12,2,23.7
2001,Lebanon,12,2,32.9
2002,Lebanon,12,2,30.1
2003,Lebanon,12,2,27.607301
2004,Lebanon,12,2,28.825263
2005,Lebanon,12,2,46.646197
2006,Lebanon,12,2,43.447631
2007,Lebanon,12,2,98.686456
2008,Lebanon,12,2,109.416231
2009,Lebanon,12,2,134.370176
2010,Lebanon,12,2,105.354522
2011,Lebanon,12,2,132.820174
2012,Lebanon,12,2,114.587933
2013,Lebanon,12,2,0
1992,1raq,12,2,0
1993,1raq,12,2,0
1994,1raq,12,2,0
1995,1raq,12,2,0
1996,1raq,12,2,2.8
1997,1raq,12,2,14.8
1998,1raq,12,2,0.2
1999,1raq,12,2,0
2000,1raq,12,2,1.3
2001,1raq,12,2,0
2002,1raq,12,2,0.5
2003,1raq,12,2,19.932187
2004,1raq,12,2,67.369149
2005,1raq,12,2,100.009209
2006,1raq,12,2,183.849915
2007,1raq,12,2,195.043493
2008,1raq,12,2,107.054474
2009,1raq,12,2,96.878302
2010,1raq,12,2,198.647884
2011,1raq,12,2,142.545158
2012,1raq,12,2,454.173396
2013,1raq,12,2,0
1985,1ran,12,2,1.4
1986,1ran,12,2,1.5
1987,1ran,12,2,15.7
1988,1ran,12,2,6.7
1989,1ran,12,2,10
1990,1ran,12,2,8.6
1991,1ran,12,2,38.5
1992,1ran,12,2,31.8
1993,1ran,12,2,45.8
1994,1ran,12,2,39.1
1995,1ran,12,2,0.1
1996,1ran,12,2,0
1997,1ran,12,2,0
1998,1ran,12,2,0
1999,1ran,12,2,8.3
2000,1ran,12,2,0.2
2001,1ran,12,2,0.1
2002,1ran,12,2,7.6
2003,1ran,12,2,5.027814
2004,1ran,12,2,5.540653
2005,1ran,12,2,10.276396
2006,1ran,12,2,7.006409
2007,1ran,12,2,31.315875
2008,1ran,12,2,34.012006
2009,1ran,12,2,11.070346
2010,1ran,12,2,24.765799
2011,1ran,12,2,32.622643
2012,1ran,12,2,10.354205
2013,1ran,12,2,0
1993,1srael,12,2,0
1994,1srael,12,2,0
1995,1srael,12,2,0
1996,1srael,12,2,0
2003,1srael,12,2,0
1985,1srael,12,2,206.8
1986,1srael,12,2,183.1
1987,1srael,12,2,281.9
1988,1srael,12,2,317.1
1989,1srael,12,2,240.1
1990,1srael,12,2,302.3
1991,1srael,12,2,370.5
1992,1srael,12,2,373.8
1993,1srael,12,2,395.2
1994,1srael,12,2,410.8
1995,1srael,12,2,538.1
1996,1srael,12,2,524.3
1997,1srael,12,2,661.1
1998,1srael,12,2,665.9
1999,1srael,12,2,736.6
2000,1srael,12,2,728.4
2001,1srael,12,2,561.5
2002,1srael,12,2,635.4
2003,1srael,12,2,720.437854
2004,1srael,12,2,890.656015
2005,1srael,12,2,989.630169
2006,1srael,12,2,964.863239
2007,1srael,12,2,1171.711639
2008,1srael,12,2,984.609304
2009,1srael,12,2,925.14164
2010,1srael,12,2,1105.590713
2011,1srael,12,2,1155.123873
2012,1srael,12,2,1250.252439
2013,1srael,12,2,0
1992,Gaza Strip admin. by 1srael,12,2,0
1993,Gaza Strip admin. by 1srael,12,2,0
1994,Gaza Strip admin. by 1srael,12,2,0
1995,Gaza Strip admin. by 1srael,12,2,0
1996,Gaza Strip admin. by 1srael,12,2,0
1997,Gaza Strip admin. by 1srael,12,2,0
1998,Gaza Strip admin. by 1srael,12,2,0.3
1999,Gaza Strip admin. by 1srael,12,2,0
2000,Gaza Strip admin. by 1srael,12,2,0
2001,Gaza Strip admin. by 1srael,12,2,0
2002,Gaza Strip admin. by 1srael,12,2,0
2003,Gaza Strip admin. by 1srael,12,2,0
2004,Gaza Strip admin. by 1srael,12,2,0
2005,Gaza Strip admin. by 1srael,12,2,0
2006,Gaza Strip admin. by 1srael,12,2,0
2007,Gaza Strip admin. by 1srael,12,2,0
2008,Gaza Strip admin. by 1srael,12,2,0.0063
2009,Gaza Strip admin. by 1srael,12,2,0
2010,Gaza Strip admin. by 1srael,12,2,0
2011,Gaza Strip admin. by 1srael,12,2,0
2012,Gaza Strip admin. by 1srael,12,2,0.014687
2013,Gaza Strip admin. by 1srael,12,2,0
1992,West Bank admin. by 1srael,12,2,0
1993,West Bank admin. by 1srael,12,2,0
1994,West Bank admin. by 1srael,12,2,0
1995,West Bank admin. by 1srael,12,2,0.1
1996,West Bank admin. by 1srael,12,2,0
1997,West Bank admin. by 1srael,12,2,0
1998,West Bank admin. by 1srael,12,2,0
1999,West Bank admin. by 1srael,12,2,1.1
2000,West Bank admin. by 1srael,12,2,0.1
2001,West Bank admin. by 1srael,12,2,0
2002,West Bank admin. by 1srael,12,2,0
2003,West Bank admin. by 1srael,12,2,0
2004,West Bank admin. by 1srael,12,2,0
2005,West Bank admin. by 1srael,12,2,0.007918
2006,West Bank admin. by 1srael,12,2,0
2007,West Bank admin. by 1srael,12,2,0.068698
2008,West Bank admin. by 1srael,12,2,0.07807
2009,West Bank admin. by 1srael,12,2,0.05
2010,West Bank admin. by 1srael,12,2,0.111467
2011,West Bank admin. by 1srael,12,2,0.003152
2012,West Bank admin. by 1srael,12,2,0.042571
2013,West Bank admin. by 1srael,12,2,0
1992,Jordan,12,2,14.9
1993,Jordan,12,2,26.1
1994,Jordan,12,2,35.4
1995,Jordan,12,2,27.1
1996,Jordan,12,2,22.3
1997,Jordan,12,2,38.7
1998,Jordan,12,2,25.3
1999,Jordan,12,2,23.2
2000,Jordan,12,2,25.1
2001,Jordan,12,2,34.9
2002,Jordan,12,2,27.2
2003,Jordan,12,2,56.287763
2004,Jordan,12,2,56.480472
2005,Jordan,12,2,63.026245
2006,Jordan,12,2,64.122206
2007,Jordan,12,2,64.579215
2008,Jordan,12,2,82.212573
2009,Jordan,12,2,105.422027
2010,Jordan,12,2,109.263742
2011,Jordan,12,2,152.736266
2012,Jordan,12,2,186.465393
2013,Jordan,12,2,0
1985,Kuwait,12,2,57.3
1986,Kuwait,12,2,30
1987,Kuwait,12,2,43.8
1988,Kuwait,12,2,61.4
1989,Kuwait,12,2,100
1990,Kuwait,12,2,0
1991,Kuwait,12,2,136.5
1992,Kuwait,12,2,135.6
1993,Kuwait,12,2,100.9
1994,Kuwait,12,2,114.9
1995,Kuwait,12,2,119.5
1996,Kuwait,12,2,264.9
1997,Kuwait,12,2,88.5
1998,Kuwait,12,2,111.9
1999,Kuwait,12,2,107.2
2000,Kuwait,12,2,46.7
2001,Kuwait,12,2,98.4
2002,Kuwait,12,2,116
2003,Kuwait,12,2,153.645546
2004,Kuwait,12,2,164.239446
2005,Kuwait,12,2,182.682034
2006,Kuwait,12,2,330.149437
2007,Kuwait,12,2,306.797931
2008,Kuwait,12,2,253.493484
2009,Kuwait,12,2,259.000074
2010,Kuwait,12,2,201.686799
2011,Kuwait,12,2,290.991342
2012,Kuwait,12,2,261.063415
2013,Kuwait,12,2,0
1993,1raq-Saudi Arabia Neutral Zone,12,2,0
1994,1raq-Saudi Arabia Neutral Zone,12,2,0
1995,1raq-Saudi Arabia Neutral Zone,12,2,0
1996,1raq-Saudi Arabia Neutral Zone,12,2,0
2003,1raq-Saudi Arabia Neutral Zone,12,2,0
1985,Saudi Arabia,12,2,419.8
1986,Saudi Arabia,12,2,233.1
1987,Saudi Arabia,12,2,284.7
1988,Saudi Arabia,12,2,319.9
1989,Saudi Arabia,12,2,333.4
1990,Saudi Arabia,12,2,485.7
1991,Saudi Arabia,12,2,658.2
1992,Saudi Arabia,12,2,623.4
1993,Saudi Arabia,12,2,637.8
1994,Saudi Arabia,12,2,541.2
1995,Saudi Arabia,12,2,530.8
1996,Saudi Arabia,12,2,578.3
1997,Saudi Arabia,12,2,2002.9
1998,Saudi Arabia,12,2,908.9
1999,Saudi Arabia,12,2,1557.1
2000,Saudi Arabia,12,2,421.1
2001,Saudi Arabia,12,2,430.6
2002,Saudi Arabia,12,2,424.6
2003,Saudi Arabia,12,2,443.760556
2004,Saudi Arabia,12,2,603.088588
2005,Saudi Arabia,12,2,777.732204
2006,Saudi Arabia,12,2,786.777181
2007,Saudi Arabia,12,2,1403.957007
2008,Saudi Arabia,12,2,1291.323852
2009,Saudi Arabia,12,2,1096.556041
2010,Saudi Arabia,12,2,1191.836505
2011,Saudi Arabia,12,2,1512.000222
2012,Saudi Arabia,12,2,1917.580466
2013,Saudi Arabia,12,2,0
1992,Qatar,12,2,17.7
1993,Qatar,12,2,18.8
1994,Qatar,12,2,17.4
1995,Qatar,12,2,18.2
1996,Qatar,12,2,19.4
1997,Qatar,12,2,29.4
1998,Qatar,12,2,22.2
1999,Qatar,12,2,11
2000,Qatar,12,2,24.9
2001,Qatar,12,2,18.4
2002,Qatar,12,2,49.1
2003,Qatar,12,2,25.218143
2004,Qatar,12,2,53.67309
2005,Qatar,12,2,94.434156
2006,Qatar,12,2,130.402167
2007,Qatar,12,2,592.723242
2008,Qatar,12,2,486.223565
2009,Qatar,12,2,389.285096
2010,Qatar,12,2,267.856249
2011,Qatar,12,2,243.021456
2012,Qatar,12,2,659.813612
2013,Qatar,12,2,0
1985,United Arab Emirates,12,2,61.1
1986,United Arab Emirates,12,2,31.6
1987,United Arab Emirates,12,2,66.2
1988,United Arab Emirates,12,2,69.8
1989,United Arab Emirates,12,2,374.8
1990,United Arab Emirates,12,2,127.3
1991,United Arab Emirates,12,2,150.8
1992,United Arab Emirates,12,2,156.4
1993,United Arab Emirates,12,2,168.9
1994,United Arab Emirates,12,2,179.6
1995,United Arab Emirates,12,2,159.5
1996,United Arab Emirates,12,2,177.6
1997,United Arab Emirates,12,2,163.8
1998,United Arab Emirates,12,2,208.1
1999,United Arab Emirates,12,2,691.6
2000,United Arab Emirates,12,2,171.2
2001,United Arab Emirates,12,2,212.6
2002,United Arab Emirates,12,2,215.7
2003,United Arab Emirates,12,2,252.49325
2004,United Arab Emirates,12,2,459.740317
2005,United Arab Emirates,12,2,836.932926
2006,United Arab Emirates,12,2,1036.919841
2007,United Arab Emirates,12,2,1216.611394
2008,United Arab Emirates,12,2,1515.518992
2009,United Arab Emirates,12,2,1088.768738
2010,United Arab Emirates,12,2,1193.015744
2011,United Arab Emirates,12,2,1821.246519
2012,United Arab Emirates,12,2,2314.518088
2013,United Arab Emirates,12,2,0
1992,Republic of Yemen,12,2,14.7
1993,Republic of Yemen,12,2,23.5
1994,Republic of Yemen,12,2,33.9
1995,Republic of Yemen,12,2,12.4
1996,Republic of Yemen,12,2,39.2
1997,Republic of Yemen,12,2,3.5
1998,Republic of Yemen,12,2,14.5
1999,Republic of Yemen,12,2,6.8
2000,Republic of Yemen,12,2,10
2001,Republic of Yemen,12,2,15.5
2002,Republic of Yemen,12,2,32.1
2003,Republic of Yemen,12,2,18.135932
2004,Republic of Yemen,12,2,32.044263
2005,Republic of Yemen,12,2,19.100821
2006,Republic of Yemen,12,2,19.601253
2007,Republic of Yemen,12,2,104.369489
2008,Republic of Yemen,12,2,27.71391
2009,Republic of Yemen,12,2,21.778619
2010,Republic of Yemen,12,2,38.628435
2011,Republic of Yemen,12,2,18.02501
2012,Republic of Yemen,12,2,28.701278
2013,Republic of Yemen,12,2,0
1992,Oman,12,2,45.3
1993,Oman,12,2,33.2
1994,Oman,12,2,18.7
1995,Oman,12,2,14.5
1996,Oman,12,2,25.4
1997,Oman,12,2,54.2
1998,Oman,12,2,22.7
1999,Oman,12,2,27.9
2000,Oman,12,2,15.3
2001,Oman,12,2,82.2
2002,Oman,12,2,18.6
2003,Oman,12,2,29.2468
2004,Oman,12,2,28.290872
2005,Oman,12,2,50.275735
2006,Oman,12,2,51.843367
2007,Oman,12,2,142.776082
2008,Oman,12,2,192.930387
2009,Oman,12,2,84.975392
2010,Oman,12,2,104.781549
2011,Oman,12,2,170.988102
2012,Oman,12,2,134.803379
2013,Oman,12,2,0
1985,Bahrain,12,2,8.1
1986,Bahrain,12,2,13.1
1987,Bahrain,12,2,10.5
1988,Bahrain,12,2,16.7
1989,Bahrain,12,2,13.3
1990,Bahrain,12,2,23.2
1991,Bahrain,12,2,107.1
1992,Bahrain,12,2,15.8
1993,Bahrain,12,2,121.8
1994,Bahrain,12,2,19.9
1995,Bahrain,12,2,40
1996,Bahrain,12,2,22.7
1997,Bahrain,12,2,41.7
1998,Bahrain,12,2,21.2
1999,Bahrain,12,2,23.7
2000,Bahrain,12,2,33.5
2001,Bahrain,12,2,54.7
2002,Bahrain,12,2,25.5
2003,Bahrain,12,2,22.968892
2004,Bahrain,12,2,29.512101
2005,Bahrain,12,2,30.984168
2006,Bahrain,12,2,35.585323
2007,Bahrain,12,2,58.374335
2008,Bahrain,12,2,109.473338
2009,Bahrain,12,2,47.55539
2010,Bahrain,12,2,74.57384
2011,Bahrain,12,2,116.720897
2012,Bahrain,12,2,105.81425
2013,Bahrain,12,2,0
1992,Afghanistan,12,2,0.8
1993,Afghanistan,12,2,0.2
1994,Afghanistan,12,2,0.2
1995,Afghanistan,12,2,0.4
1996,Afghanistan,12,2,0.7
1997,Afghanistan,12,2,0.3
1998,Afghanistan,12,2,0.5
1999,Afghanistan,12,2,1.9
2000,Afghanistan,12,2,0.1
2001,Afghanistan,12,2,1.5
2002,Afghanistan,12,2,2.6
2003,Afghanistan,12,2,6.513848
2004,Afghanistan,12,2,13.081581
2005,Afghanistan,12,2,25.752684
2006,Afghanistan,12,2,35.561372
2007,Afghanistan,12,2,50.398812
2008,Afghanistan,12,2,45.348544
2009,Afghanistan,12,2,156.398984
2010,Afghanistan,12,2,156.062948
2011,Afghanistan,12,2,255.538603
2012,Afghanistan,12,2,131.291122
2013,Afghanistan,12,2,0
1985,1ndia,12,2,132.2
1986,1ndia,12,2,134.8
1987,1ndia,12,2,165.6
1988,1ndia,12,2,231.6
1989,1ndia,12,2,159.1
1990,1ndia,12,2,162.5
1991,1ndia,12,2,148.7
1992,1ndia,12,2,161.6
1993,1ndia,12,2,341.8
1994,1ndia,12,2,195.3
1995,1ndia,12,2,246.8
1996,1ndia,12,2,240.2
1997,1ndia,12,2,268.8
1998,1ndia,12,2,473
1999,1ndia,12,2,332.2
2000,1ndia,12,2,351.9
2001,1ndia,12,2,337
2002,1ndia,12,2,416.1
2003,1ndia,12,2,471.905812
2004,1ndia,12,2,570.692616
2005,1ndia,12,2,745.731762
2006,1ndia,12,2,931.687537
2007,1ndia,12,2,1454.161442
2008,1ndia,12,2,1022.98961
2009,1ndia,12,2,1406.689986
2010,1ndia,12,2,1610.150816
2011,1ndia,12,2,1967.794313
2012,1ndia,12,2,2233.912709
2013,1ndia,12,2,0
1985,Pakistan,12,2,57.2
1986,Pakistan,12,2,36.3
1987,Pakistan,12,2,76.5
1988,Pakistan,12,2,146
1989,Pakistan,12,2,101.7
1990,Pakistan,12,2,50.3
1991,Pakistan,12,2,106
1992,Pakistan,12,2,68.9
1993,Pakistan,12,2,71.5
1994,Pakistan,12,2,72.9
1995,Pakistan,12,2,89.7
1996,Pakistan,12,2,242.2
1997,Pakistan,12,2,108.9
1998,Pakistan,12,2,54.1
1999,Pakistan,12,2,21.2
2000,Pakistan,12,2,42.9
2001,Pakistan,12,2,61
2002,Pakistan,12,2,57.2
2003,Pakistan,12,2,108.247513
2004,Pakistan,12,2,108.855806
2005,Pakistan,12,2,148.253068
2006,Pakistan,12,2,293.546752
2007,Pakistan,12,2,187.996991
2008,Pakistan,12,2,108.454671
2009,Pakistan,12,2,127.852388
2010,Pakistan,12,2,190.494509
2011,Pakistan,12,2,147.033011
2012,Pakistan,12,2,148.042148
2013,Pakistan,12,2,0
1992,Nepal,12,2,0.3
1993,Nepal,12,2,0.1
1994,Nepal,12,2,0.5
1995,Nepal,12,2,1.1
1996,Nepal,12,2,1.3
1997,Nepal,12,2,6.4
1998,Nepal,12,2,0.5
1999,Nepal,12,2,0.9
2000,Nepal,12,2,1
2001,Nepal,12,2,1.3
2002,Nepal,12,2,2.3
2003,Nepal,12,2,1.930555
2004,Nepal,12,2,0.867018
2005,Nepal,12,2,2.085574
2006,Nepal,12,2,0.999457
2007,Nepal,12,2,1.527594
2008,Nepal,12,2,3.336082
2009,Nepal,12,2,3.629968
2010,Nepal,12,2,1.835732
2011,Nepal,12,2,4.252102
2012,Nepal,12,2,3.009761
2013,Nepal,12,2,0
1985,Bangladesh,12,2,4
1986,Bangladesh,12,2,4.5
1987,Bangladesh,12,2,7.3
1988,Bangladesh,12,2,74.9
1989,Bangladesh,12,2,8
1990,Bangladesh,12,2,12
1991,Bangladesh,12,2,19.7
1992,Bangladesh,12,2,17.7
1993,Bangladesh,12,2,22.6
1994,Bangladesh,12,2,21.6
1995,Bangladesh,12,2,30.8
1996,Bangladesh,12,2,19.5
1997,Bangladesh,12,2,19.2
1998,Bangladesh,12,2,47
1999,Bangladesh,12,2,21.6
2000,Bangladesh,12,2,29.5
2001,Bangladesh,12,2,33.7
2002,Bangladesh,12,2,23
2003,Bangladesh,12,2,18.118121
2004,Bangladesh,12,2,36.547129
2005,Bangladesh,12,2,23.186106
2006,Bangladesh,12,2,25.444768
2007,Bangladesh,12,2,64.241444
2008,Bangladesh,12,2,58.464078
2009,Bangladesh,12,2,33.176652
2010,Bangladesh,12,2,86.716717
2011,Bangladesh,12,2,47.682019
2012,Bangladesh,12,2,42.148598
2013,Bangladesh,12,2,0
1985,Sri Lanka,12,2,15
1986,Sri Lanka,12,2,8.6
1987,Sri Lanka,12,2,4.4
1988,Sri Lanka,12,2,14.2
1989,Sri Lanka,12,2,5.8
1990,Sri Lanka,12,2,4.9
1991,Sri Lanka,12,2,6.6
1992,Sri Lanka,12,2,19.7
1993,Sri Lanka,12,2,22.7
1994,Sri Lanka,12,2,25.7
1995,Sri Lanka,12,2,24.6
1996,Sri Lanka,12,2,12.2
1997,Sri Lanka,12,2,17
1998,Sri Lanka,12,2,9.4
1999,Sri Lanka,12,2,15.8
2000,Sri Lanka,12,2,22.9
2001,Sri Lanka,12,2,15.4
2002,Sri Lanka,12,2,10
2003,Sri Lanka,12,2,16.93291
2004,Sri Lanka,12,2,16.305
2005,Sri Lanka,12,2,17.136637
2006,Sri Lanka,12,2,18.25032
2007,Sri Lanka,12,2,18.033984
2008,Sri Lanka,12,2,19.865977
2009,Sri Lanka,12,2,13.818904
2010,Sri Lanka,12,2,14.651221
2011,Sri Lanka,12,2,44.273412
2012,Sri Lanka,12,2,15.028142
2013,Sri Lanka,12,2,0
1992,Burma,12,2,0.6
1993,Burma,12,2,0.5
1994,Burma,12,2,0.4
1995,Burma,12,2,1.3
1996,Burma,12,2,5.1
1997,Burma,12,2,0.5
1998,Burma,12,2,1.8
1999,Burma,12,2,0.2
2000,Burma,12,2,2.5
2001,Burma,12,2,0.9
2002,Burma,12,2,1.3
2003,Burma,12,2,1.063888
2004,Burma,12,2,0.635623
2005,Burma,12,2,0.180142
2006,Burma,12,2,0.419007
2007,Burma,12,2,0.383386
2008,Burma,12,2,3.104562
2009,Burma,12,2,0.473172
2010,Burma,12,2,1.678592
2011,Burma,12,2,2.311643
2012,Burma,12,2,31.001517
2013,Burma,12,2,0
1985,Thailand,12,2,72.1
1986,Thailand,12,2,77.1
1987,Thailand,12,2,381.7
1988,Thailand,12,2,136.5
1989,Thailand,12,2,202.6
1990,Thailand,12,2,248.2
1991,Thailand,12,2,375.6
1992,Thailand,12,2,467.8
1993,Thailand,12,2,354.7
1994,Thailand,12,2,448.4
1995,Thailand,12,2,540
1996,Thailand,12,2,872.8
1997,Thailand,12,2,522.7
1998,Thailand,12,2,858.6
1999,Thailand,12,2,581.7
2000,Thailand,12,2,766.1
2001,Thailand,12,2,439.7
2002,Thailand,12,2,416.5
2003,Thailand,12,2,490.210194
2004,Thailand,12,2,582.446349
2005,Thailand,12,2,553.948991
2006,Thailand,12,2,742.396219
2007,Thailand,12,2,686.73986
2008,Thailand,12,2,547.524591
2009,Thailand,12,2,689.588571
2010,Thailand,12,2,889.035033
2011,Thailand,12,2,761.943047
2012,Thailand,12,2,945.301382
2013,Thailand,12,2,0
1992,Vietnam,12,2,0.2
1993,Vietnam,12,2,0.4
1994,Vietnam,12,2,15.7
1995,Vietnam,12,2,29
1996,Vietnam,12,2,33
1997,Vietnam,12,2,25.9
1998,Vietnam,12,2,20.7
1999,Vietnam,12,2,31.2
2000,Vietnam,12,2,29.9
2001,Vietnam,12,2,40
2002,Vietnam,12,2,49.9
2003,Vietnam,12,2,52.499262
2004,Vietnam,12,2,74.170281
2005,Vietnam,12,2,247.949926
2006,Vietnam,12,2,102.884071
2007,Vietnam,12,2,244.133378
2008,Vietnam,12,2,154.908647
2009,Vietnam,12,2,318.360862
2010,Vietnam,12,2,415.027095
2011,Vietnam,12,2,369.390697
2012,Vietnam,12,2,442.732254
2013,Vietnam,12,2,0
1992,Laos,12,2,0.1
1993,Laos,12,2,0.1
1994,Laos,12,2,0
1995,Laos,12,2,0.1
1996,Laos,12,2,0.4
1997,Laos,12,2,0.1
1998,Laos,12,2,0.2
1999,Laos,12,2,0
2000,Laos,12,2,0.3
2001,Laos,12,2,0.2
2002,Laos,12,2,0.1
2003,Laos,12,2,1.581969
2004,Laos,12,2,0.252569
2005,Laos,12,2,0.144748
2006,Laos,12,2,0.141897
2007,Laos,12,2,0.379823
2008,Laos,12,2,1.980312
2009,Laos,12,2,1.707678
2010,Laos,12,2,1.237775
2011,Laos,12,2,1.565322
2012,Laos,12,2,2.850991
2013,Laos,12,2,0
1992,Cambodia,12,2,0.1
1993,Cambodia,12,2,0.4
1994,Cambodia,12,2,0.4
1995,Cambodia,12,2,1.4
1996,Cambodia,12,2,2.6
1997,Cambodia,12,2,1.2
1998,Cambodia,12,2,1.1
1999,Cambodia,12,2,1.3
2000,Cambodia,12,2,1.3
2001,Cambodia,12,2,7
2002,Cambodia,12,2,2.6
2003,Cambodia,12,2,2.78223
2004,Cambodia,12,2,4.577488
2005,Cambodia,12,2,5.587122
2006,Cambodia,12,2,7.917945
2007,Cambodia,12,2,15.975861
2008,Cambodia,12,2,5.777991
2009,Cambodia,12,2,9.846208
2010,Cambodia,12,2,10.597686
2011,Cambodia,12,2,16.943066
2012,Cambodia,12,2,13.423779
2013,Cambodia,12,2,0
1985,Malaysia,12,2,92.8
1986,Malaysia,12,2,112.9
1987,Malaysia,12,2,160.4
1988,Malaysia,12,2,171.5
1989,Malaysia,12,2,230.2
1990,Malaysia,12,2,298.2
1991,Malaysia,12,2,301.6
1992,Malaysia,12,2,468.4
1993,Malaysia,12,2,466.2
1994,Malaysia,12,2,591.7
1995,Malaysia,12,2,857.3
1996,Malaysia,12,2,733.4
1997,Malaysia,12,2,837.1
1998,Malaysia,12,2,648.5
1999,Malaysia,12,2,828.3
2000,Malaysia,12,2,863.3
2001,Malaysia,12,2,920.2
2002,Malaysia,12,2,727.6
2003,Malaysia,12,2,1057.655223
2004,Malaysia,12,2,994.828497
2005,Malaysia,12,2,932.773785
2006,Malaysia,12,2,912.191612
2007,Malaysia,12,2,1065.343131
2008,Malaysia,12,2,737.147543
2009,Malaysia,12,2,1036.325291
2010,Malaysia,12,2,1329.006829
2011,Malaysia,12,2,1098.132029
2012,Malaysia,12,2,1135.595876
2013,Malaysia,12,2,0
1985,Singapore,12,2,311.4
1986,Singapore,12,2,270.4
1987,Singapore,12,2,406.5
1988,Singapore,12,2,556.6
1989,Singapore,12,2,695.1
1990,Singapore,12,2,675.7
1991,Singapore,12,2,701.7
1992,Singapore,12,2,977.5
1993,Singapore,12,2,1144.5
1994,Singapore,12,2,1195.2
1995,Singapore,12,2,1521
1996,Singapore,12,2,1341.1
1997,Singapore,12,2,1416.1
1998,Singapore,12,2,1545.4
1999,Singapore,12,2,1508.9
2000,Singapore,12,2,1548.2
2001,Singapore,12,2,1182.8
2002,Singapore,12,2,1014.8
2003,Singapore,12,2,1285.904331
2004,Singapore,12,2,1414.72696
2005,Singapore,12,2,1712.718202
2006,Singapore,12,2,2530.559773
2007,Singapore,12,2,2394.95959
2008,Singapore,12,2,1892.876476
2009,Singapore,12,2,2124.891036
2010,Singapore,12,2,2720.167332
2011,Singapore,12,2,2723.801889
2012,Singapore,12,2,2724.890954
2013,Singapore,12,2,0
1985,1ndonesia,12,2,59.6
1986,1ndonesia,12,2,66.4
1987,1ndonesia,12,2,75.3
1988,1ndonesia,12,2,128.6
1989,1ndonesia,12,2,103.9
1990,1ndonesia,12,2,170.6
1991,1ndonesia,12,2,208.5
1992,1ndonesia,12,2,215.9
1993,1ndonesia,12,2,457.8
1994,1ndonesia,12,2,267.5
1995,1ndonesia,12,2,290.2
1996,1ndonesia,12,2,530.7
1997,1ndonesia,12,2,470.3
1998,1ndonesia,12,2,417.8
1999,1ndonesia,12,2,197.7
2000,1ndonesia,12,2,190.3
2001,1ndonesia,12,2,242.7
2002,1ndonesia,12,2,262.1
2003,1ndonesia,12,2,260.049336
2004,1ndonesia,12,2,252.539815
2005,1ndonesia,12,2,252.468487
2006,1ndonesia,12,2,262.622042
2007,1ndonesia,12,2,429.839469
2008,1ndonesia,12,2,347.669074
2009,1ndonesia,12,2,806.680328
2010,1ndonesia,12,2,550.055885
2011,1ndonesia,12,2,714.148737
2012,1ndonesia,12,2,594.69867
2013,1ndonesia,12,2,0
2000,East Timor,12,2,0
2001,East Timor,12,2,0
2002,East Timor,12,2,0
2003,East Timor,12,2,0.413082
2004,East Timor,12,2,0.712951
2005,East Timor,12,2,0.525102
2006,East Timor,12,2,1.033708
2007,East Timor,12,2,0.127444
2008,East Timor,12,2,0.058294
2009,East Timor,12,2,0.059027
2010,East Timor,12,2,0.375626
2011,East Timor,12,2,0.088757
2012,East Timor,12,2,0.066484
2013,East Timor,12,2,0
1992,Brunei,12,2,3.1
1993,Brunei,12,2,41.5
1994,Brunei,12,2,6.9
1995,Brunei,12,2,9.9
1996,Brunei,12,2,10.1
1997,Brunei,12,2,8.9
1998,Brunei,12,2,26.6
1999,Brunei,12,2,4.8
2000,Brunei,12,2,11.1
2001,Brunei,12,2,2
2002,Brunei,12,2,3.9
2003,Brunei,12,2,4.508503
2004,Brunei,12,2,5.762521
2005,Brunei,12,2,5.564654
2006,Brunei,12,2,8.983162
2007,Brunei,12,2,5.153165
2008,Brunei,12,2,10.124697
2009,Brunei,12,2,7.514149
2010,Brunei,12,2,12.528544
2011,Brunei,12,2,14.183844
2012,Brunei,12,2,14.598218
2013,Brunei,12,2,0
1985,Philippines,12,2,113.6
1986,Philippines,12,2,112
1987,Philippines,12,2,150.7
1988,Philippines,12,2,147.1
1989,Philippines,12,2,139.5
1990,Philippines,12,2,171.6
1991,Philippines,12,2,185.5
1992,Philippines,12,2,248.2
1993,Philippines,12,2,447.6
1994,Philippines,12,2,335.1
1995,Philippines,12,2,459.8
1996,Philippines,12,2,539.4
1997,Philippines,12,2,593.1
1998,Philippines,12,2,564.4
1999,Philippines,12,2,621.7
2000,Philippines,12,2,809.1
2001,Philippines,12,2,539
2002,Philippines,12,2,619.8
2003,Philippines,12,2,670.007334
2004,Philippines,12,2,442.178173
2005,Philippines,12,2,637.423484
